mach,sfc
0.041666713971942534, 0.339534965420219
0.36309516375837636, 0.3860465850747423
0.6250002554484889, 0.4930229199390996
0.7976189476021784, 0.6186046833473592
0.9345238973764642, 0.7534882738888277
1.0654761026235353, 0.9627905623341826
